Date Added,Risk2,Traveler,County2,Date Added (copy),Freq - Hawaii,Freq - Honolulu,Freq - Kauai,Freq - Maui,Frequency Count,Total Number of Cases
9/10/2020,Travel-Associated (Resident),Travel History,Honolulu,9/10/2020,0,3,0,0,3,3
9/10/2020,Community-Associated,No Travel History,Maui,9/10/2020,0,0,0,4,4,4
9/11/2020,Community-Associated,No Travel History,Hawaii,9/11/2020,7,0,0,0,7,7
9/11/2020,Travel-Associated (Resident),Travel History,Hawaii,9/11/2020,1,0,0,0,1,1
9/11/2020,Community-Associated,No Travel History,Honolulu,9/11/2020,0,109,0,0,109,109
9/11/2020,Travel-Associated (Resident),Travel History,Honolulu,9/11/2020,0,3,0,0,3,3
9/11/2020,Community-Associated,No Travel History,Maui,9/11/2020,0,0,0,5,5,5
9/11/2020,Travel-Associated (Non-Resident),Travel History,Maui,9/11/2020,0,0,0,2,2,2
9/12/2020,Community-Associated,No Travel History,Hawaii,9/12/2020,17,0,0,0,17,17
9/12/2020,Travel-Associated (Resident),Travel History,Hawaii,9/12/2020,2,0,0,0,2,2
9/12/2020,Community-Associated,No Travel History,Honolulu,9/12/2020,0,92,0,0,92,92
9/12/2020,Travel-Associated (Resident),Travel History,Honolulu,9/12/2020,0,1,0,0,1,1
9/12/2020,Community-Associated,No Travel History,Maui,9/12/2020,0,0,0,2,2,2
9/13/2020,Community-Associated,No Travel History,Hawaii,9/13/2020,7,0,0,0,7,7
9/13/2020,Community-Associated,No Travel History,Honolulu,9/13/2020,0,71,0,0,71,71
9/13/2020,Community-Associated,No Travel History,Maui,9/13/2020,0,0,0,2,2,2
9/14/2020,Community-Associated,No Travel History,Hawaii,9/14/2020,4,0,0,0,4,4
9/14/2020,Travel-Associated (Resident),Travel History,Hawaii,9/14/2020,1,0,0,0,1,1
9/14/2020,Community-Associated,No Travel History,Honolulu,9/14/2020,0,58,0,0,58,58
9/14/2020,Travel-Associated (Resident),Travel History,Honolulu,9/14/2020,0,2,0,0,2,2
9/15/2020,Community-Associated,No Travel History,Hawaii,9/15/2020,4,0,0,0,4,4
9/15/2020,Community-Associated,No Travel History,Honolulu,9/15/2020,0,90,0,0,90,90
9/15/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,9/15/2020,0,1,0,0,1,1
9/15/2020,Travel-Associated (Resident),Travel History,Honolulu,9/15/2020,0,3,0,0,3,3
9/16/2020,Community-Associated,No Travel History,Hawaii,9/16/2020,19,0,0,0,19,19
9/16/2020,Community-Associated,No Travel History,Honolulu,9/16/2020,0,134,0,0,134,134
9/16/2020,Community-Associated,No Travel History,Maui,9/16/2020,0,0,0,3,3,3
9/17/2020,Community-Associated,No Travel History,Hawaii,9/17/2020,8,0,0,0,8,8
9/17/2020,Travel-Associated (Resident),Travel History,Hawaii,9/17/2020,2,0,0,0,2,2
9/17/2020,Community-Associated,No Travel History,Honolulu,9/17/2020,0,107,0,0,107,107
9/17/2020,Travel-Associated (Resident),Travel History,Honolulu,9/17/2020,0,2,0,0,2,2
9/18/2020,Community-Associated,No Travel History,Hawaii,9/18/2020,6,0,0,0,6,6
9/18/2020,Travel-Associated (Resident),Travel History,Hawaii,9/18/2020,1,0,0,0,1,1
9/18/2020,Community-Associated,No Travel History,Honolulu,9/18/2020,0,103,0,0,103,103
9/18/2020,Community-Associated,No Travel History,Maui,9/18/2020,0,0,0,2,2,2
9/19/2020,Community-Associated,No Travel History,Hawaii,9/19/2020,5,0,0,0,5,5
9/19/2020,Community-Associated,No Travel History,Honolulu,9/19/2020,0,70,0,0,70,70
9/19/2020,Travel-Associated (Resident),Travel History,Honolulu,9/19/2020,0,1,0,0,1,1
9/19/2020,Community-Associated,No Travel History,Maui,9/19/2020,0,0,0,1,1,1
9/20/2020,Community-Associated,No Travel History,Hawaii,9/20/2020,6,0,0,0,6,6
9/20/2020,Travel-Associated (Resident),Travel History,Hawaii,9/20/2020,1,0,0,0,1,1
9/20/2020,Community-Associated,No Travel History,Honolulu,9/20/2020,0,48,0,0,48,48
9/20/2020,Travel-Associated (Resident),Travel History,Honolulu,9/20/2020,0,1,0,0,1,1
9/21/2020,Community-Associated,No Travel History,Hawaii,9/21/2020,7,0,0,0,7,7
9/21/2020,Travel-Associated (Resident),Travel History,Hawaii,9/21/2020,1,0,0,0,1,1
9/21/2020,Community-Associated,No Travel History,Honolulu,9/21/2020,0,53,0,0,53,53
9/22/2020,Community-Associated,No Travel History,Hawaii,9/22/2020,13,0,0,0,13,13
9/22/2020,Community-Associated,No Travel History,Honolulu,9/22/2020,0,150,0,0,150,150
9/22/2020,Travel-Associated (Resident),Travel History,Honolulu,9/22/2020,0,3,0,0,3,3
9/22/2020,Community-Associated,No Travel History,Maui,9/22/2020,0,0,0,1,1,1
9/23/2020,Community-Associated,No Travel History,Hawaii,9/23/2020,6,0,0,0,6,6
9/23/2020,Community-Associated,No Travel History,Honolulu,9/23/2020,0,80,0,0,80,80
9/23/2020,Travel-Associated (Resident),Travel History,Honolulu,9/23/2020,0,1,0,0,1,1
9/23/2020,Community-Associated,No Travel History,Maui,9/23/2020,0,0,0,2,2,2
9/24/2020,Community-Associated,No Travel History,Hawaii,9/24/2020,12,0,0,0,12,12
9/24/2020,Travel-Associated (Resident),Travel History,Hawaii,9/24/2020,2,0,0,0,2,2
9/24/2020,Community-Associated,No Travel History,Honolulu,9/24/2020,0,93,0,0,93,93
9/24/2020,Travel-Associated (Resident),Travel History,Honolulu,9/24/2020,0,3,0,0,3,3
9/24/2020,Travel-Associated (Resident),Travel History,Kauai,9/24/2020,0,0,1,0,1,1
9/25/2020,Community-Associated,No Travel History,Hawaii,9/25/2020,3,0,0,0,3,3
9/25/2020,Community-Associated,No Travel History,Honolulu,9/25/2020,0,120,0,0,120,120
9/25/2020,Travel-Associated (Resident),Travel History,Honolulu,9/25/2020,0,3,0,0,3,3
9/25/2020,Travel-Associated (Non-Resident),Travel History,Kauai,9/25/2020,0,0,1,0,1,1
9/26/2020,Community-Associated,No Travel History,Hawaii,9/26/2020,5,0,0,0,5,5
9/26/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,9/26/2020,2,0,0,0,2,2
9/26/2020,Community-Associated,No Travel History,Honolulu,9/26/2020,0,84,0,0,84,84
9/26/2020,Travel-Associated (Resident),Travel History,Honolulu,9/26/2020,0,3,0,0,3,3
9/27/2020,Community-Associated,No Travel History,Honolulu,9/27/2020,0,87,0,0,87,87
9/27/2020,Travel-Associated (Resident),Travel History,Honolulu,9/27/2020,0,2,0,0,2,2
9/28/2020,Community-Associated,No Travel History,Hawaii,9/28/2020,3,0,0,0,3,3
9/28/2020,Community-Associated,No Travel History,Honolulu,9/28/2020,0,77,0,0,77,77
9/28/2020,Travel-Associated (Resident),Travel History,Honolulu,9/28/2020,0,3,0,0,3,3
9/28/2020,Community-Associated,No Travel History,Maui,9/28/2020,0,0,0,1,1,1
9/28/2020,Travel-Associated (Resident),Travel History,Maui,9/28/2020,0,0,0,1,1,1
9/29/2020,Community-Associated,No Travel History,Hawaii,9/29/2020,22,0,0,0,22,22
9/29/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,9/29/2020,2,0,0,0,2,2
9/29/2020,Travel-Associated (Resident),Travel History,Hawaii,9/29/2020,1,0,0,0,1,1
9/29/2020,Community-Associated,No Travel History,Honolulu,9/29/2020,0,89,0,0,89,89
9/29/2020,Travel-Associated (Resident),Travel History,Honolulu,9/29/2020,0,5,0,0,5,5
9/29/2020,Travel-Associated (Resident),Travel History,Maui,9/29/2020,0,0,0,1,1,1
9/30/2020,Community-Associated,No Travel History,Hawaii,9/30/2020,6,0,0,0,6,6
9/30/2020,Community-Associated,No Travel History,Honolulu,9/30/2020,0,100,0,0,100,100
9/30/2020,Travel-Associated (Resident),Travel History,Honolulu,9/30/2020,0,1,0,0,1,1
10/1/2020,Community-Associated,No Travel History,Hawaii,10/1/2020,15,0,0,0,15,15
10/1/2020,Travel-Associated (Resident),Travel History,Hawaii,10/1/2020,1,0,0,0,1,1
10/1/2020,Community-Associated,No Travel History,Honolulu,10/1/2020,0,69,0,0,69,69
10/2/2020,Community-Associated,No Travel History,Hawaii,10/2/2020,42,0,0,0,42,42
10/2/2020,Travel-Associated (Resident),Travel History,Hawaii,10/2/2020,1,0,0,0,1,1
10/2/2020,Community-Associated,No Travel History,Honolulu,10/2/2020,0,86,0,0,86,86
10/2/2020,Travel-Associated (Resident),Travel History,Honolulu,10/2/2020,0,1,0,0,1,1
10/2/2020,Unknown/Pending,No Travel History,Maui,10/2/2020,0,0,0,1,1,1
10/2/2020,Community-Associated,No Travel History,Maui,10/2/2020,0,0,0,1,1,1
10/2/2020,Travel-Associated (Resident),Travel History,Maui,10/2/2020,0,0,0,1,1,1
10/3/2020,Community-Associated,No Travel History,Hawaii,10/3/2020,15,0,0,0,15,15
10/3/2020,Community-Associated,No Travel History,Honolulu,10/3/2020,0,51,0,0,51,51
10/3/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,10/3/2020,0,1,0,0,1,1
10/3/2020,Travel-Associated (Resident),Travel History,Honolulu,10/3/2020,0,1,0,0,1,1
10/3/2020,Travel-Associated (Resident),Travel History,Maui,10/3/2020,0,0,0,1,1,1
10/4/2020,Community-Associated,No Travel History,Hawaii,10/4/2020,10,0,0,0,10,10
10/4/2020,Community-Associated,No Travel History,Honolulu,10/4/2020,0,41,0,0,41,41
10/5/2020,Community-Associated,No Travel History,Hawaii,10/5/2020,13,0,0,0,13,13
10/5/2020,Community-Associated,No Travel History,Honolulu,10/5/2020,0,67,0,0,67,67
10/5/2020,Community-Associated,No Travel History,Maui,10/5/2020,0,0,0,1,1,1
10/6/2020,Community-Associated,No Travel History,Hawaii,10/6/2020,18,0,0,0,18,18
10/6/2020,Community-Associated,No Travel History,Honolulu,10/6/2020,0,88,0,0,88,88
10/6/2020,Travel-Associated (Resident),Travel History,Honolulu,10/6/2020,0,2,0,0,2,2
10/6/2020,Community-Associated,No Travel History,Maui,10/6/2020,0,0,0,1,1,1
10/7/2020,Community-Associated,No Travel History,Hawaii,10/7/2020,14,0,0,0,14,14
10/7/2020,Community-Associated,No Travel History,Honolulu,10/7/2020,0,84,0,0,84,84
10/7/2020,Travel-Associated (Resident),Travel History,Honolulu,10/7/2020,0,2,0,0,2,2
10/7/2020,Community-Associated,No Travel History,Maui,10/7/2020,0,0,0,1,1,1
10/8/2020,Community-Associated,No Travel History,Hawaii,10/8/2020,44,0,0,0,44,44
10/8/2020,Community-Associated,No Travel History,Honolulu,10/8/2020,0,102,0,0,102,102
10/8/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,10/8/2020,0,3,0,0,3,3
10/8/2020,Travel-Associated (Resident),Travel History,Honolulu,10/8/2020,0,2,0,0,2,2
10/9/2020,Community-Associated,No Travel History,Hawaii,10/9/2020,13,0,0,0,13,13
10/9/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,10/9/2020,1,0,0,0,1,1
10/9/2020,Travel-Associated (Resident),Travel History,Hawaii,10/9/2020,1,0,0,0,1,1
10/9/2020,Community-Associated,No Travel History,Honolulu,10/9/2020,0,58,0,0,58,58
10/10/2020,Community-Associated,No Travel History,Hawaii,10/10/2020,23,0,0,0,23,23
10/10/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,10/10/2020,1,0,0,0,1,1
10/10/2020,Community-Associated,No Travel History,Honolulu,10/10/2020,0,76,0,0,76,76
10/10/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,10/10/2020,0,1,0,0,1,1
10/10/2020,Travel-Associated (Resident),Travel History,Honolulu,10/10/2020,0,2,0,0,2,2
10/11/2020,Community-Associated,No Travel History,Hawaii,10/11/2020,5,0,0,0,5,5
10/11/2020,Community-Associated,No Travel History,Honolulu,10/11/2020,0,37,0,0,37,37
10/12/2020,Community-Associated,No Travel History,Hawaii,10/12/2020,21,0,0,0,21,21
10/12/2020,Community-Associated,No Travel History,Honolulu,10/12/2020,0,30,0,0,30,30
10/12/2020,Community-Associated,No Travel History,Maui,10/12/2020,0,0,0,11,11,11
10/13/2020,Community-Associated,No Travel History,Hawaii,10/13/2020,18,0,0,0,18,18
10/13/2020,Community-Associated,No Travel History,Honolulu,10/13/2020,0,78,0,0,78,78
10/13/2020,Travel-Associated (Resident),Travel History,Honolulu,10/13/2020,0,1,0,0,1,1
10/13/2020,Community-Associated,No Travel History,Maui,10/13/2020,0,0,0,1,1,1
10/14/2020,Community-Associated,No Travel History,Hawaii,10/14/2020,13,0,0,0,13,13
10/14/2020,Community-Associated,No Travel History,Honolulu,10/14/2020,0,73,0,0,73,73
10/14/2020,Travel-Associated (Resident),Travel History,Honolulu,10/14/2020,0,1,0,0,1,1
10/14/2020,Community-Associated,No Travel History,Maui,10/14/2020,0,0,0,1,1,1
10/15/2020,Community-Associated,No Travel History,Hawaii,10/15/2020,20,0,0,0,20,20
10/15/2020,Community-Associated,No Travel History,Honolulu,10/15/2020,0,67,0,0,67,67
10/15/2020,Travel-Associated (Resident),Travel History,Honolulu,10/15/2020,0,2,0,0,2,2
10/16/2020,Community-Associated,No Travel History,Hawaii,10/16/2020,12,0,0,0,12,12
10/16/2020,Community-Associated,No Travel History,Honolulu,10/16/2020,0,80,0,0,80,80
10/16/2020,Travel-Associated (Resident),Travel History,Honolulu,10/16/2020,0,1,0,0,1,1
10/16/2020,Travel-Associated (Resident),Travel History,Kauai,10/16/2020,0,0,1,0,1,1
10/17/2020,Community-Associated,No Travel History,Hawaii,10/17/2020,14,0,0,0,14,14
10/17/2020,Community-Associated,No Travel History,Honolulu,10/17/2020,0,62,0,0,62,62
10/17/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,10/17/2020,0,1,0,0,1,1
10/17/2020,Travel-Associated (Resident),Travel History,Honolulu,10/17/2020,0,5,0,0,5,5
10/18/2020,Community-Associated,No Travel History,Hawaii,10/18/2020,7,0,0,0,7,7
10/18/2020,Community-Associated,No Travel History,Honolulu,10/18/2020,0,29,0,0,29,29
10/18/2020,Travel-Associated (Resident),Travel History,Honolulu,10/18/2020,0,2,0,0,2,2
10/19/2020,Community-Associated,No Travel History,Hawaii,10/19/2020,23,0,0,0,23,23
10/19/2020,Community-Associated,No Travel History,Honolulu,10/19/2020,0,57,0,0,57,57
10/19/2020,Travel-Associated (Resident),Travel History,Honolulu,10/19/2020,0,2,0,0,2,2
10/19/2020,Community-Associated,No Travel History,Maui,10/19/2020,0,0,0,1,1,1
10/19/2020,Travel-Associated (Resident),Travel History,Maui,10/19/2020,0,0,0,1,1,1
10/20/2020,Community-Associated,No Travel History,Hawaii,10/20/2020,9,0,0,0,9,9
10/20/2020,Community-Associated,No Travel History,Honolulu,10/20/2020,0,61,0,0,61,61
10/20/2020,Travel-Associated (Resident),Travel History,Honolulu,10/20/2020,0,3,0,0,3,3
10/20/2020,Community-Associated,No Travel History,Maui,10/20/2020,0,0,0,4,4,4
10/21/2020,Community-Associated,No Travel History,Hawaii,10/21/2020,25,0,0,0,25,25
10/21/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,10/21/2020,1,0,0,0,1,1
10/21/2020,Travel-Associated (Resident),Travel History,Hawaii,10/21/2020,3,0,0,0,3,3
10/21/2020,Community-Associated,No Travel History,Honolulu,10/21/2020,0,49,0,0,49,49
10/21/2020,Travel-Associated (Resident),Travel History,Honolulu,10/21/2020,0,3,0,0,3,3
10/21/2020,Community-Associated,No Travel History,Maui,10/21/2020,0,0,0,17,17,17
10/21/2020,Travel-Associated (Resident),Travel History,Maui,10/21/2020,0,0,0,1,1,1
10/22/2020,Community-Associated,No Travel History,Hawaii,10/22/2020,33,0,0,0,33,33
10/22/2020,Travel-Associated (Resident),Travel History,Hawaii,10/22/2020,1,0,0,0,1,1
10/22/2020,Community-Associated,No Travel History,Honolulu,10/22/2020,0,64,0,0,64,64
10/22/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,10/22/2020,0,1,0,0,1,1
10/22/2020,Travel-Associated (Resident),Travel History,Honolulu,10/22/2020,0,1,0,0,1,1
10/22/2020,Community-Associated,No Travel History,Maui,10/22/2020,0,0,0,28,28,28
10/23/2020,Community-Associated,No Travel History,Hawaii,10/23/2020,16,0,0,0,16,16
10/23/2020,Community-Associated,No Travel History,Honolulu,10/23/2020,0,52,0,0,52,52
10/23/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,10/23/2020,0,1,0,0,1,1
10/23/2020,Travel-Associated (Resident),Travel History,Honolulu,10/23/2020,0,5,0,0,5,5
10/23/2020,Community-Associated,No Travel History,Maui,10/23/2020,0,0,0,14,14,14
10/23/2020,Travel-Associated (Non-Resident),Travel History,Maui,10/23/2020,0,0,0,1,1,1
10/24/2020,Community-Associated,No Travel History,Hawaii,10/24/2020,50,0,0,0,50,50
10/24/2020,Travel-Associated (Resident),Travel History,Hawaii,10/24/2020,1,0,0,0,1,1
10/24/2020,Community-Associated,No Travel History,Honolulu,10/24/2020,0,48,0,0,48,48
10/24/2020,Travel-Associated (Resident),Travel History,Honolulu,10/24/2020,0,1,0,0,1,1
10/24/2020,Travel-Associated (Resident),Travel History,Kauai,10/24/2020,0,0,1,0,1,1
10/24/2020,Community-Associated,No Travel History,Maui,10/24/2020,0,0,0,17,17,17
10/24/2020,Travel-Associated (Non-Resident),Travel History,Maui,10/24/2020,0,0,0,1,1,1
10/25/2020,Community-Associated,No Travel History,Hawaii,10/25/2020,8,0,0,0,8,8
10/25/2020,Travel-Associated (Resident),Travel History,Hawaii,10/25/2020,1,0,0,0,1,1
10/25/2020,Community-Associated,No Travel History,Honolulu,10/25/2020,0,23,0,0,23,23
10/25/2020,Travel-Associated (Resident),Travel History,Honolulu,10/25/2020,0,3,0,0,3,3
10/26/2020,Community-Associated,No Travel History,Hawaii,10/26/2020,3,0,0,0,3,3
10/26/2020,Community-Associated,No Travel History,Honolulu,10/26/2020,0,48,0,0,48,48
10/26/2020,Travel-Associated (Resident),Travel History,Honolulu,10/26/2020,0,1,0,0,1,1
10/26/2020,Community-Associated,No Travel History,Maui,10/26/2020,0,0,0,11,11,11
10/27/2020,Community-Associated,No Travel History,Hawaii,10/27/2020,4,0,0,0,4,4
10/27/2020,Travel-Associated (Resident),Travel History,Hawaii,10/27/2020,1,0,0,0,1,1
10/27/2020,Community-Associated,No Travel History,Honolulu,10/27/2020,0,36,0,0,36,36
10/27/2020,Travel-Associated (Resident),Travel History,Honolulu,10/27/2020,0,4,0,0,4,4
10/27/2020,Travel-Associated (Non-Resident),Travel History,Kauai,10/27/2020,0,0,1,0,1,1
10/27/2020,Community-Associated,No Travel History,Maui,10/27/2020,0,0,0,8,8,8
10/27/2020,Travel-Associated (Resident),Travel History,Maui,10/27/2020,0,0,0,1,1,1
10/28/2020,Community-Associated,No Travel History,Hawaii,10/28/2020,6,0,0,0,6,6
10/28/2020,Travel-Associated (Resident),Travel History,Hawaii,10/28/2020,1,0,0,0,1,1
10/28/2020,Community-Associated,No Travel History,Honolulu,10/28/2020,0,53,0,0,53,53
10/28/2020,Travel-Associated (Resident),Travel History,Honolulu,10/28/2020,0,7,0,0,7,7
10/28/2020,Travel-Associated (Resident),Travel History,Kauai,10/28/2020,0,0,1,0,1,1
10/28/2020,Community-Associated,No Travel History,Maui,10/28/2020,0,0,0,2,2,2
10/29/2020,Community-Associated,No Travel History,Hawaii,10/29/2020,13,0,0,0,13,13
10/29/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,10/29/2020,1,0,0,0,1,1
10/29/2020,Community-Associated,No Travel History,Honolulu,10/29/2020,0,71,0,0,71,71
10/29/2020,Travel-Associated (Resident),Travel History,Honolulu,10/29/2020,0,2,0,0,2,2
10/29/2020,Travel-Associated (Non-Resident),Travel History,Kauai,10/29/2020,0,0,1,0,1,1
10/29/2020,Community-Associated,No Travel History,Maui,10/29/2020,0,0,0,4,4,4
10/29/2020,Travel-Associated (Resident),Travel History,Maui,10/29/2020,0,0,0,1,1,1
10/30/2020,Community-Associated,No Travel History,Hawaii,10/30/2020,14,0,0,0,14,14
10/30/2020,Travel-Associated (Resident),Travel History,Hawaii,10/30/2020,1,0,0,0,1,1
10/30/2020,Community-Associated,No Travel History,Honolulu,10/30/2020,0,44,0,0,44,44
10/30/2020,Travel-Associated (Resident),Travel History,Honolulu,10/30/2020,0,1,0,0,1,1
10/30/2020,Community-Associated,No Travel History,Maui,10/30/2020,0,0,0,1,1,1
10/31/2020,Community-Associated,No Travel History,Hawaii,10/31/2020,26,0,0,0,26,26
10/31/2020,Community-Associated,No Travel History,Honolulu,10/31/2020,0,43,0,0,43,43
10/31/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,10/31/2020,0,2,0,0,2,2
10/31/2020,Travel-Associated (Resident),Travel History,Honolulu,10/31/2020,0,7,0,0,7,7
10/31/2020,Travel-Associated (Non-Resident),Travel History,Kauai,10/31/2020,0,0,1,0,1,1
11/1/2020,Community-Associated,No Travel History,Hawaii,11/1/2020,5,0,0,0,5,5
11/1/2020,Community-Associated,No Travel History,Honolulu,11/1/2020,0,61,0,0,61,61
11/1/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,11/1/2020,0,2,0,0,2,2
11/1/2020,Travel-Associated (Resident),Travel History,Honolulu,11/1/2020,0,1,0,0,1,1
11/1/2020,Travel-Associated (Resident),Travel History,Kauai,11/1/2020,0,0,1,0,1,1
11/1/2020,Community-Associated,No Travel History,Maui,11/1/2020,0,0,0,3,3,3
11/2/2020,Community-Associated,No Travel History,Hawaii,11/2/2020,6,0,0,0,6,6
11/2/2020,Travel-Associated (Resident),Travel History,Hawaii,11/2/2020,1,0,0,0,1,1
11/2/2020,Community-Associated,No Travel History,Honolulu,11/2/2020,0,66,0,0,66,66
11/2/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,11/2/2020,0,1,0,0,1,1
11/2/2020,Travel-Associated (Resident),Travel History,Honolulu,11/2/2020,0,5,0,0,5,5
11/2/2020,Travel-Associated (Resident),Travel History,Kauai,11/2/2020,0,0,1,0,1,1
11/2/2020,Community-Associated,No Travel History,Maui,11/2/2020,0,0,0,3,3,3
11/3/2020,Community-Associated,No Travel History,Hawaii,11/3/2020,20,0,0,0,20,20
11/3/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,11/3/2020,1,0,0,0,1,1
11/3/2020,Community-Associated,No Travel History,Honolulu,11/3/2020,0,117,0,0,117,117
11/3/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,11/3/2020,0,1,0,0,1,1
11/3/2020,Travel-Associated (Resident),Travel History,Honolulu,11/3/2020,0,6,0,0,6,6
11/3/2020,Community-Associated,No Travel History,Maui,11/3/2020,0,0,0,4,4,4
11/3/2020,Travel-Associated (Resident),Travel History,Maui,11/3/2020,0,0,0,1,1,1
11/4/2020,Community-Associated,No Travel History,Hawaii,11/4/2020,16,0,0,0,16,16
11/4/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,11/4/2020,1,0,0,0,1,1
11/4/2020,Travel-Associated (Resident),Travel History,Hawaii,11/4/2020,5,0,0,0,5,5
11/4/2020,Community-Associated,No Travel History,Honolulu,11/4/2020,0,61,0,0,61,61
11/4/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,11/4/2020,0,1,0,0,1,1
11/4/2020,Travel-Associated (Resident),Travel History,Honolulu,11/4/2020,0,4,0,0,4,4
11/4/2020,Travel-Associated (Resident),Travel History,Kauai,11/4/2020,0,0,1,0,1,1
11/4/2020,Community-Associated,No Travel History,Maui,11/4/2020,0,0,0,1,1,1
11/5/2020,Community-Associated,No Travel History,Hawaii,11/5/2020,16,0,0,0,16,16
11/5/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,11/5/2020,2,0,0,0,2,2
11/5/2020,Travel-Associated (Resident),Travel History,Hawaii,11/5/2020,3,0,0,0,3,3
11/5/2020,Community-Associated,No Travel History,Honolulu,11/5/2020,0,81,0,0,81,81
11/5/2020,Travel-Associated (Resident),Travel History,Honolulu,11/5/2020,0,5,0,0,5,5
11/5/2020,Travel-Associated (Non-Resident),Travel History,Kauai,11/5/2020,0,0,1,0,1,1
11/5/2020,Community-Associated,No Travel History,Maui,11/5/2020,0,0,0,3,3,3
11/5/2020,Travel-Associated (Resident),Travel History,Maui,11/5/2020,0,0,0,4,4,4
11/6/2020,Community-Associated,No Travel History,Hawaii,11/6/2020,11,0,0,0,11,11
11/6/2020,Unknown/Pending,No Travel History,Honolulu,11/6/2020,0,1,0,0,1,1
11/6/2020,Community-Associated,No Travel History,Honolulu,11/6/2020,0,97,0,0,97,97
11/6/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,11/6/2020,0,1,0,0,1,1
11/6/2020,Travel-Associated (Resident),Travel History,Honolulu,11/6/2020,0,8,0,0,8,8
11/6/2020,Travel-Associated (Resident),Travel History,Kauai,11/6/2020,0,0,2,0,2,2
11/6/2020,Community-Associated,No Travel History,Maui,11/6/2020,0,0,0,2,2,2
11/7/2020,Community-Associated,No Travel History,Hawaii,11/7/2020,16,0,0,0,16,16
11/7/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,11/7/2020,2,0,0,0,2,2
11/7/2020,Travel-Associated (Resident),Travel History,Hawaii,11/7/2020,1,0,0,0,1,1
11/7/2020,Community-Associated,No Travel History,Honolulu,11/7/2020,0,90,0,0,90,90
11/7/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,11/7/2020,0,1,0,0,1,1
11/7/2020,Travel-Associated (Resident),Travel History,Honolulu,11/7/2020,0,13,0,0,13,13
11/7/2020,Community-Associated,No Travel History,Maui,11/7/2020,0,0,0,2,2,2
11/8/2020,Community-Associated,No Travel History,Hawaii,11/8/2020,3,0,0,0,3,3
11/8/2020,Travel-Associated (Resident),Travel History,Hawaii,11/8/2020,1,0,0,0,1,1
11/8/2020,Community-Associated,No Travel History,Honolulu,11/8/2020,0,46,0,0,46,46
11/8/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,11/8/2020,0,1,0,0,1,1
11/8/2020,Travel-Associated (Resident),Travel History,Honolulu,11/8/2020,0,6,0,0,6,6
11/9/2020,Community-Associated,No Travel History,Hawaii,11/9/2020,2,0,0,0,2,2
11/9/2020,Community-Associated,No Travel History,Honolulu,11/9/2020,0,62,0,0,62,62
11/9/2020,Travel-Associated (Resident),Travel History,Honolulu,11/9/2020,0,2,0,0,2,2
11/9/2020,Community-Associated,No Travel History,Maui,11/9/2020,0,0,0,2,2,2
11/9/2020,Travel-Associated (Resident),Travel History,Maui,11/9/2020,0,0,0,4,4,4
11/10/2020,Community-Associated,No Travel History,Hawaii,11/10/2020,19,0,0,0,19,19
11/10/2020,Travel-Associated (Resident),Travel History,Hawaii,11/10/2020,4,0,0,0,4,4
11/10/2020,Unknown/Pending,No Travel History,Honolulu,11/10/2020,0,1,0,0,1,1
11/10/2020,Community-Associated,No Travel History,Honolulu,11/10/2020,0,75,0,0,75,75
11/10/2020,Travel-Associated (Non-Resident),Travel History,Honolulu,11/10/2020,0,2,0,0,2,2
11/10/2020,Travel-Associated (Resident),Travel History,Honolulu,11/10/2020,0,7,0,0,7,7
11/10/2020,Travel-Associated (Non-Resident),Travel History,Kauai,11/10/2020,0,0,2,0,2,2
11/10/2020,Travel-Associated (Resident),Travel History,Kauai,11/10/2020,0,0,1,0,1,1
11/10/2020,Community-Associated,No Travel History,Maui,11/10/2020,0,0,0,2,2,2
11/10/2020,Travel-Associated (Non-Resident),Travel History,Maui,11/10/2020,0,0,0,1,1,1
11/10/2020,Travel-Associated (Resident),Travel History,Maui,11/10/2020,0,0,0,3,3,3
11/11/2020,Community-Associated,No Travel History,Hawaii,11/11/2020,11,0,0,0,11,11
11/11/2020,Travel-Associated (Non-Resident),Travel History,Hawaii,11/11/2020,1,0,0,0,1,1
